1	QLever		  47728	      	Count= 4 	200		podcast-episode_data Q100326679
2	QLever		    229	      	Count= 2 	200		podcast-episode_guests Q100326679
3	QLever		     24	      	Count= 0 	200		podcast-episode_listings Q100326679
4	QLever		  25122	      	Count= 4 	200		podcast-episode_data Q104713141
5	QLever		    234	      	Count= 2 	200		podcast-episode_guests Q104713141
6	QLever		     54	      	Count= 0 	200		podcast-episode_listings Q104713141
7	QLever		   9234	      	Count= 3 	200		podcast-episode_data Q104713445
8	QLever		    235	      	Result=Q42687823 	200		podcast-episode_guests Q104713445
9	QLever		     21	      	Result=P11976 	200		podcast-episode_listings Q104713445
10	QLever		   9307	      	Count= 3 	200		podcast-episode_data Q104713455
11	QLever		    237	      	Result=Q42687823 	200		podcast-episode_guests Q104713455
12	QLever		     19	      	Count= 0 	200		podcast-episode_listings Q104713455
13	QLever		   9391	      	Count= 3 	200		podcast-episode_data Q104820002
14	QLever		    235	      	Result=Q96196490 	200		podcast-episode_guests Q104820002
15	QLever		     20	      	Count= 0 	200		podcast-episode_listings Q104820002
